"trailer"
"motor vehicle"
"wire"
"water"
"knife"
"tug cart"
"ladder"
"board"
"board thrown"
"wir"
"nail"
"wood pallet"
"ceiling"
"cement"
"abrasion"
"arm"
"forklift"
"ladder"
"forklift"
"platform"
"platform worker"
"log"
"tree branch"
"plywood sander roller"
"grinding belt"
"slag"
"pressure water"
"suspension"
"asphyxiation"
"asphyxiation blasting"
"heart disease"
"steel structure"
"man"
"core"
"machine"
"nitrogen"
"nitrogen sandblasting hood"
"automobile"
"grinder"
"wheel"
"backhoe tire"
"material"
"conveyor belt/roller drum"
"disk"
"disk machine"
"grinder wheel"
"grinding wheel"
"object"
"wheel fragment"
"angle grinder"
"wheel"
"wheel"
"stone grinder"
"truck"
"forklift"
"vehicle"
"trailer"
"cart"
"cart"
"golf car"
"vehicle"
"vehicle car wash"
"car"
"forklift"
"golf cart"
"car"
"car carwash"
"fork"
"falling garden tractor"
"injection"
"injection machine"
"limestone"
"radiator"
"acid"
"acid hose"
"acid"
"acid pipe"
"wet"
"solution"
"liquid"
"tar"
"acetone"
"fallen"
"pipe"
"scissor"
"metal door"
"flash fire"
"acetylene explosion"
"rail car wall"
"monomer"
"highway board sign"
"billboard"
"ladder"
"ladder"
"storefront"
"fall"
"fall impalement"
"toad sign"
"boom"
"billboard ladder"
"stair"
"ladder"
"billboard"
"tree limb"
"forklift"
"lift"
"lift head"
"lift"
"lift fall"
"manlift"
"roof"
"scissor"
"scissor head"
"scissor"
"work platform"
"lift"
"bucket"
"bucket lift"
"lift"
"lift"
"overhead power line"
"lift basket"
"lift"
"lift"
"acid"
"tree"
"drug"
"ladder"
"forklift"
"fall"
"ladder"
"condition"
"barn"
"barn roof"
"van"
"ladder"
"ladder"
"ladder"
"ladder"
"shaft"
"equipment"
"height"
"ammonia release"
"carbon"
"trench"
"freon"
"heptane"
"carbon"
"carbon exposure"
"freshener"
"freshener"
"lung condition"
"nail"
"machine part"
"band"
"valve"
"paint"
"crimping tool"
"hose"
"chain"
"chain sprocket"
"conveyor"
"valve"
"truck"
"bridge pier"
"asphyxiation"
"nitrogen inhalation"
"asphyxiation"
"asphyxiation"
"asphyxiation steel"
"argon exposure"
"exposure"
"exposure space"
"heart attack"
"unknown exposure"
"carbon"
"asphyxiation"
"jack ram"
"object"
"vent press"
"truck"
"plug"
"tire"
"press roll end cap"
"air receiver"
"end plate"
"shaft"
"fall"
"fall air shaft"
"shaft"
"spray booth"
"spray booth floor"
"stepladder"
"spring"
"spring"
"nail gun"
"flying piece"
"flying piece steel bar"
"air spring"
"airplane"
"cargo door"
"airplane doorway"
"tarmac"
"tarmac airport"
"bin"
"truck"
"propeller"
"platform"
"loader"
"loader"
"ladder"
"elevator flight deck"
"elevator flight deck carrier"
"aircraft propeller"
"aircraft propeller"
"aircraft propeller"
"helicopter"
"shrapnel"
"shrapnel helicopter blade"
"propeller"
"aircraft prop"
"airplane propeller"
"aircraft propeller"
"aircraft propeller blade"
"motor lounge"
"tow tractor"
"baggage tug"
"conductor thru backhoe"
"aviation gasoline"
"jet engine"
"truck"
"truck airport"
"truck"
"steer"
"truck"
"forklift"
"loader"
"vehicle backing"
"forklift"
"forklift"
"motor vehicle"
"ladder"
"motorist"
"trailer"
"truck"
"weld"
"alcohol"
"construction worksite"
"building"
"alcohol"
"bee"
"bee"
"rattlesnake"
"carbon"
"carbon exposure"
"wasp"
"asthma"
"allergic reaction"
"allergic reaction food supplement"
"epoxy glue"
"epoxy glue glove"
"allergic reaction"
"allergic reaction"
"allergic reaction sting"
"aluminum"
"aluminum"
"aluminum explosion"
"aluminium phosphide"
"aluminium"
"aluminum"
"aluminium"
"waxer machine"
"heart"
"condenser rupture"
"ammonia fume"
"bathtub"
"explosion"
"ammonium nitrate"
"cave"
"mold"
"object"
"car"
"saw"
"bow"
"bow arrow"
"ride"
"payloader"
"tower"
"amusement park ride"
"generator"
"ride"
"amusement"
"amusement cart"
"shock"
"platform"
"fence"
"roller coaster car"
"amusement"
"amusement vehicle"
"fall"
"fall contact"
"fall contact power line"
"counterweight"
"counterweight amusement ride"
"ride"
"ride"
"ride contusion"
"amusement"
"amusement fall"
"ride"
"wall"
"tower"
"tree"
"ceiling"
"house"
"ladder"
"telecommunication tower"
"ladder"
"ladder brain injury"
"aneurism"
"aneurysm"
"berry aneurysm"
"crane"
"aneurism"
"aneurism apparent head injury"
"ammonia"
"exposure"
"ammonia"
"lion"
"lion zoo"
"cat"
"dog"
"snake"
"rattlesnake"
"police dog"
"dog"
"panda bear"
"snake"
"chimpanzee"
"horse"
"horse fracture"
"horse"
"bull"
"horse"
"cow"
"wagon"
"bacteria"
"bacteria flea"
"bacteria flea cut"
"tree"
"cape"
"horse"
"cow"
"ladder"
"ladder ankle"
"ladder"
"truck"
"object"
"rack"
"rack glass"
"ladder"
"ladder picture"
"ladder picture ankle"
"plywood"
"tractor"
"tractor ankle"
"plank"
"tower"
"metal deck"
"tower"
"antenna"
"ladder"
"communication tower"
"communication tower"
"radio tower"
"tower"
"fall"
"fall antenna tower"
"exposion"
"ladder"
"arc welder"
"vapor plug"
"arc flash"
"flash fire"
"argon"
"argon"
"argon space"
"inhalation"
"inhalation argon gas"
"oxygen deficiency"
"exposure"
"exposure gas"
"argon"
"welding tip"
"welding tip cheek"
"argon"
"argon"
"bin"
"bin forklift"
"ladder"
"ladder arm"
"arc flash"
"pole"
"beam"
"conveyor"
"sliver"
"sliver metal"
"utility knife"
"meat"
"meat knife"
"scaffold fall"
"steel drill"
"machine"
"pallet"
"chain"
"backhoe"
"glass"
"wall"
"ladder"
"level"
"pipe"
"elevator car"
"mesothelioma"
"fall"
"fall roof framework"
"carbon"
"carbon exposure"
"platform"
"pipe"
"asphyxia"
"asphyxia section"
"ash"
"mix ash"
"ash"
"ash later"
"coal"
"coal explosion"
"ash"
"steam"
"ash"
"ash collection hopper"
"vehicle"
"dump"
"asphalt"
"asphalt"
"asphalt"
"dump"
"carbon"
"iron press head"
"asphyxiation"
"dirt"
"smoke inhalation"
"machine"
"rear tire"
"rear tire skidder"
"tree"
"tree arm"
"arm"
"equipment"
"communication antennae tower"
"beam"
"load"
"load ankle"
"fire"
"fire bulldozer"
"crane"
"lift"
"plug receptacle"
"camper"
"camper plug"
"attachment plug"
"opening"
"un"
"ladder"
"circuit"
"ladder"
"steel"
"extension tool"
"auger"
"auger"
"auger"
"machine"
"truck"
"wrench"
"auger"
"auger machine"
"auger"
"printer"
"auto"
"panel"
"truck"
"vehicle"
"car"
"vehicle"
"carriage"
"tractor trailor"
"drunk driver"
"chassis"
"tire"
"tire fracture"
"van"
"van car wash"
"automobile"
"lift"
"solvent"
"vehicle"
"metal plate"
"boom"
"boom tow truck"
"axle"
"vehicle"
"ice"
"ice avalanche"
"mud avalanche"
"ladder"
"light"
"lift"
"ladder"
"bus"
"wood beam"
"saw"
"ladder"
"ladder head"
"scaffold ladder"
"scaffold ladder hip"
"saw"
"truck"
"door"
"atv"
"atv trail"
"vehicle"
"trailer"
"dirt"
"roller machine"
"embolism"
"embolism ankle injury"
"trash"
"trailer"
"collapse wi"
"excavator"
"rail"
"bucket"
"bucket backhoe"
