"Classification","Occupation ","Activities prior accidents"
"Falls"
"Collapse of object"
"Collapse of object"
"Drowning"
"Struck By Moving Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Falls"
"Struck By Moving Objects"
"Collapse of object"
"Struck By Moving Objects"
"Drowning"
"Caught in/between Objects"
"Collapse of object"
"Struck By Moving Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Collapse of object"
"Falls"
"Caught in/between Objects"
"Collapse of object"
"Caught in/between Objects"
"Collapse of object"
"Falls"
"Struck By Moving Objects"
"Collapse of object"
"Falls"
"Caught in/between Objects"
"Collapse of object"
"Collapse of object"
"Falls"
"Falls"
"Falls"
"Collapse of object"
"Drowning"
"Collapse of object"
"Collapse of object"
"Caught in/between Objects"
"Caught in/between Objects"
"Other"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Collapse of object"
"Falls"
"Drowning"
"Caught in/between Objects"
"Caught in/between Objects"
"Falls"
"Caught in/between Objects"
"Falls"
"Caught in/between Objects"
"Falls"
"Caught in/between Objects"
"Collapse of object"
"Falls"
"Electrocution"
"Caught in/between Objects"
"Drowning"
"Caught in/between Objects"
"Caught in/between Objects"
"Suffocation"
"Falls"
"Caught in/between Objects"
"Other"
"Collapse of object"
"Other"
"Collapse of object"
"Falls"
"Electrocution"
"Caught in/between Objects"
"Struck By Moving Objects"
"Caught in/between Objects"
"Electrocution"
"Falls"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Falls"
"Collapse of object"
"Electrocution"
"Caught in/between Objects"
"Drowning"
"Struck By Moving Objects"
"Collapse of object"
"Struck By Moving Objects"
"Drowning"
"Collapse of object"
"Struck By Moving Objects"
"Drowning"
"Caught in/between Objects"
"Struck By Moving Objects"
"Electrocution"
"Struck By Moving Objects"
"Caught in/between Objects"
"Collapse of object"
"Electrocution"
"Caught in/between Objects"
"Falls"
"Struck By Moving Objects"
"Drowning"
"Caught in/between Objects"
"Collapse of object"
"Collapse of object"
"Struck By Moving Objects"
"Struck By Moving Objects"
"Collapse of object"
"Collapse of object"
"Caught in/between Objects"
"Caught in/between Objects"
"Collapse of object"
"Collapse of object"
"Caught in/between Objects"
"Caught in/between Objects"
"Collapse of object"
"Caught in/between Objects"
"Struck By Moving Objects"
"Falls"
"Drowning"
"Other"
"Caught in/between Objects"
"Collapse of object"
"Falls"
"Caught in/between Objects"
"Struck By Moving Objects"
"Caught in/between Objects"
"Other"
"Caught in/between Objects"
"Caught in/between Objects"
"Falls"
"Caught in/between Objects"
"Caught in/between Objects"
"Falls"
"Falls"
"Caught in/between Objects"
"Drowning"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Falls"
"Drowning"
"Caught in/between Objects"
"Caught in/between Objects"
"Electrocution"
"Falls"
"Caught in/between Objects"
"Electrocution"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Caught in/between Objects"
"Electrocution"
"Caught in/between Objects"
"Electrocution"
"Falls"
"Caught in/between Objects"
"Other"
"Electrocution"
"Falls"
"Falls"
"Suffocation"
"Falls"
"Collapse of object"
"Electrocution"
"Falls"
"Electrocution"
"Falls"
"Collapse of object"
"Electrocution"
"Falls"
"Electrocution"
"Caught in/between Objects"
"Electrocution"
"Struck By Moving Objects"
"Falls"
"Caught in/between Objects"
"Electrocution"
"Falls"
"Electrocution"
"Caught in/between Objects"
"Falls"
"Falls"
"Collapse of object"
"Caught in/between Objects"
"Falls"
"Collapse of object"
"Falls"
